eigval1	eigval2	eigval3
268.7230364787161	139.59994776310344	-138.50659810513648
239.94934144996182	119.76161120675653	-92.48311632735864
214.64207468585678	-116.41925832621799	112.57670750760569
127.06196218928108	75.04504292826574	-62.692756603209915
154.1430548241831	82.60386057044958	-63.915257104298675
155.92197877437707	-104.37132647927378	92.46678710070326
188.96774026316115	90.81979529225407	64.24682158499155
119.00913924786707	62.78262850967663	-55.52746587789017
132.05559346652123	67.66046088201502	-66.16802945333338
125.68738768687594	66.56939930508872	-48.48914613673407
160.6401948689052	91.6476869517516	-90.61492424382989
154.5988934385753	-76.35532290571544	62.686361407381554
102.01939492489464	-66.35472547969002	50.87853370812985
97.1497902630389	43.830471665458305	-41.69208202871522
72.6527663905494	48.848175923133844	-40.561756772049
90.35971394280463	-36.73589624638007	36.535395547929454
108.10149099931354	-48.19082417778269	46.95644524416544
80.57689310845322	-41.24631824227631	39.09529162404444
85.49208599239134	47.2720110161193	-35.17459433822106
64.97533187639957	-47.21830026786822	41.19974973909548
42.61450229833302	-38.13028936406025	18.958642528858768
28.281883901153684	22.495867055464746	-21.95926745884097
176.22431818021494	109.89274679574383	-90.11323539055502
53.433263110846454	-29.58652543988448	-20.259842197834026
		
