eigval1	eigval2	eigval3
423.518438217978	216.3795229861092	183.33034662478352
453.50990723418096	208.53180634957357	144.6127540358335
399.0687390423018	218.91774731254938	-140.91438362991872
341.94373345601394	157.17480087791137	-107.0647369636238
328.2970863122009	166.0247341994342	-123.02891574848773
346.8125359237559	135.3519760257762	127.1593478601364
334.82118713191153	178.0999165110765	119.98598178420343
292.6125859555729	142.1270049871346	-109.95066074382271
222.08591001046062	134.70263435726676	-125.32484598923115
275.6926276776521	143.04830931876597	104.08778097505986
293.30622109766426	143.51982452876643	-122.87148351937499
298.31217139478434	121.85784574559918	-101.71490535264807
215.96962545605007	-78.48048113113306	68.61069311225238
223.22441062237175	82.5002918238055	-74.51250493441877
194.04270605359392	102.20989510657165	-64.21791912428404
185.1702979040511	87.06124011716989	77.59202599718326
187.45639089308747	93.81662415438191	61.32226819111155
174.7060097861156	-62.85962886530572	54.96873609919308
144.2316569353551	70.83864405548924	-52.55334612145421
149.25196782318673	79.32021078796312	-57.10167015923633
98.12695917216028	38.666284322787604	-36.34527636872946
87.1730928836722	51.39252416953054	-28.69974595462437
261.038588330676	-145.07904751888972	129.81300760574723
27.95745806288952	-24.165239085126494	20.399273467486466
		
