eigval1	eigval2	eigval3
405.881450872042	201.45646336040687	164.5970213134983
445.1775002525224	196.8909451733254	137.8867161231768
392.92904051448124	205.19079210361514	-128.56144138036683
341.99564262421177	149.4804501691111	-100.03597380024281
322.7467599537111	156.3162507901127	-113.91315123542454
342.5663168155631	128.21116448924246	117.12444206653284
327.0408174149474	168.84512141085773	-111.45427024668066
286.04188628738643	135.21801389741572	-101.08245205960918
216.65963823062262	123.87270114272378	-113.79616423820859
268.802720173087	131.21027020860282	97.19517871815877
279.7235664016721	132.2347333228423	-117.40318117822433
286.9057210183439	118.2729463683921	-100.34232086708568
221.9825336473334	-72.35204056304882	61.14023759606745
221.42953164662595	80.64055686525808	-72.54419605236096
189.38113091767084	95.26725065259419	-60.78415421199558
178.83340852728867	77.9382890053536	71.11150806155786
173.35796176308074	85.19225611709169	58.445516360171816
178.17298788227515	-60.25465099781703	52.88373697312002
134.65247783881424	65.43062124713349	49.02548002269384
145.95910013542763	72.31466564769812	-54.92662613346406
94.87069942671772	37.672878085087476	-32.21255156128959
82.96320481083998	47.38027077871259	-26.623245349785634
263.8630204244018	-124.07617980670916	118.96577534992845
28.803657680909094	-21.742232086635347	17.908400837176206
		
