eigval1	eigval2	eigval3
274.20078200281966	141.49272706537639	-140.0035276467832
246.4031991937442	121.90791731651458	-94.18210677647801
219.31652845032073	-116.54622297810265	112.33888824216137
130.52910608984203	74.45143983954017	-63.50054898971899
157.30018686666892	82.57257819201452	-63.60806590616707
160.3960789287916	-105.38531772170337	92.68580840536563
192.67454633176843	91.57865227255667	64.78630502417718
123.27529408918501	63.75258963271938	-56.54340332615114
135.1285641942395	67.93019234626065	-67.20903608711816
127.68170413896874	66.83168942837116	-48.42255729515418
164.00617920557343	91.7984388753285	-90.63690137997504
157.27627160191457	-77.02613089936821	62.47081383394696
104.10652504613394	-67.06785381319553	50.431248167100236
99.18143654083124	43.38955808375185	-41.78503089124053
73.690206940757	48.61240546229302	-40.23621431524829
91.17262280866396	-36.669127138926825	36.3683393122853
108.31082924050332	-47.508708386681164	46.26484066012196
82.32356679173348	-41.32438270184577	38.675881688847795
87.66934425396701	47.388404982759845	-34.853332200704706
64.90728906091243	-47.041351595188345	41.372232732954096
43.62100965560796	-38.58286353398522	19.273147920613702
28.11064390288781	22.46566973802236	-21.760204493707317
179.38103966486648	107.4920261396594	-89.36904426883038
53.89516923002958	-29.196879631735737	-20.389812114566297
		
